,Text,Date,Year,hashtag,Cleaned,final_sentiment
7723,"#MannKiBaat
Realising the ideals of Shri Guru Nanak Dev Ji
via NaMo App https://t.co/l2oHH7KEsq",2019-10-28,2019,['MannKiBaat'],ideals shri guru nanak jivia namo,1
7724,"#MannKiBaat
Paying tributes to Sardar Patel, the stalwart who unified India
via NaMo App https://t.co/ZFNos8m4mT",2019-10-28,2019,['MannKiBaat'],tributes sardar patel stalwart unified indiavia namo,-1
7725,"#MannKiBaat
Immense scope of festival tourism in India
via NaMo App https://t.co/FoL6IYeOp4",2019-10-28,2019,['MannKiBaat'],scope festival tourism indiavia namo,1
7726,"#MannKiBaat
Immense scope of festival tourism in India
via NaMo App https://t.co/wngeV3Q7p7",2019-10-28,2019,['MannKiBaat'],scope festival tourism indiavia namo,1
7727,"#MannKiBaat
Realising the ideals of Shri Guru Nanak Dev Ji
via NaMo App https://t.co/sY0ffoWGEq",2019-10-28,2019,['MannKiBaat'],ideals shri guru nanak jivia namo,1
7728,"#MannKiBaat
Paying tributes to Sardar Patel, the stalwart who unified India
via NaMo App https://t.co/IV0g0c2ixv",2019-10-28,2019,['MannKiBaat'],tributes sardar patel stalwart unified indiavia namo,-1
7729,"#MannKiBaat
Bowing down to Shri Guru Nanak Ji for his selfless service
via NaMo App https://t.co/H2dMK4FRCP",2019-10-28,2019,['MannKiBaat'],down shri guru nanak selfless servicevia namo,1
7730,"#MannKiBaat
Calling to 'Run for Unity'
via NaMo App https://t.co/eL4Fv3HNuU",2019-10-28,2019,['MannKiBaat'],unityvia namo,1
7731,"#MannKiBaat
Highlighting the Fit India week celebrated in schools, PM Modi appealed to all schools to celebrate #FitIndiaWeek in the month of December. Fit India is not just about exercising the mind or making fitness plans, it also involves a change in food habits
via NaMo App",2019-11-25,2019,"['MannKiBaat', 'FitIndiaWeek']",india week celebrated schools modi appealed schools celebrate month december india just about exercising mind making fitness plans also involves change food habitsvia namo,1
7732,"Modi G Have u not gone Dumb Deaf and blind wrt my case ?
#MannKiBaat
At the outset on the occasion of NCC day, PM Modi addressed the cadets of NCC. Inspiring the youth of New India, he asks them to imbibe discipline and hard work in the daily lives, an important trait of cadets",2019-11-25,2019,['MannKiBaat'],modi have gone dumb deaf blind case outset occasion modi addressed cadets inspiring youth india asks them imbibe discipline hard work daily lives important trait cadets,-1
7733,"Gonna tell my kids that men like these 👇🏼 are the world's most trustworthy people.

Never had desire to murder Mahatma Gandhi: NathuRam Godse
#GunKiBaat

Never had desire to apologize: V.D Savarkar
#TannKiBaat

Never had desire to enter politics: PM  Modi
#MannKiBaat https://t.co/XCpPgZVYIf",2019-11-25,2019,"['GunKiBaat', 'TannKiBaat', 'MannKiBaat']",gonna tell kids that like these worlds most trustworthy peoplenever desire murder mahatma gandhi nathuram godse desire apologize savarkar desire enter politics modi,1
7734,@ndtvindia Chai-Pakoda-Chowkidar-Driver-5trillion #fakeeri #MannKiBaat,2019-11-25,2019,"['fakeeri', 'MannKiBaat']",chaipakodachowkidardrivertrillion,1
7735,@narendramodi Fakeeri h inme.. #MannKiBaat Vipachh ke pass leader hai humare pass paisa hai ... Public vote kahi de jata bjp k pass hi jata hai.. 😅😅,2019-11-25,2019,['MannKiBaat'],fakeeri inme vipachh pass leader humare pass paisa public vote kahi jata pass jata,1
7736,"Never had desire to enter underworld: Dawood Ibrahim
Quote Tweet

Press Trust of India
@PTI_News
 · Nov 24
Never had desire to enter politics: PM Modi
 #MannKiBaat https://t.co/M5uW8qRzut",2019-11-25,2019,['MannKiBaat'],never desire enter underworld dawood ibrahimquote tweetpress trust india never desire enter politics modi,1
7737,@PTI_News Never had desire to enter bank: vijay mallaya #MannKiBaat #monkeybaat #MaharashtraCrisis,2019-11-25,2019,"['MannKiBaat', 'monkeybaat', 'MaharashtraCrisis']",never desire enter bank vijay mallaya,1
7738,"Never had desire to enter underworld: Dawood Ibrahim
Quote Tweet

Never had desire to enter politics: PM Modi
 #MannKiBaat",2019-11-25,2019,['MannKiBaat'],never desire enter underworld dawood ibrahimquote tweetnever desire enter politics modi,1
7739,"#MannKiBaat
#justiceforneha
#shameBHEL
  Neha Bhabhi's soul will RIP🙏the day when the proper JUSTICE will be served by the Indian Courts.Jai Hind
@TelanganaDGP
@cyberabadpolice
@psmiyapur_cyb
@ts_womensafety
@TelanganaCMO
@IGWomenSafety
@arjunrammeghwal
@BHEL_India
@narendramodi",2019-11-25,2019,"['MannKiBaat', 'justiceforneha', 'shameBHEL']",neha bhabhis soul will ripthe when proper justice will served indian courtsjai hind,1
7740,"#MannKiBaat
#justiceforneha
#shameBHEL
  Expecting full support &amp; total Justice 4m Indian JUDICIARY. Just need to expedite the further STEPS
Ram🙏
@TelanganaDGP
@cyberabadpolice
@psmiyapur_cyb
@ts_womensafety
@TelanganaCMO
@IGWomenSafety
@arjunrammeghwal
@BHEL_India
@narendramodi",2019-11-25,2019,"['MannKiBaat', 'justiceforneha', 'shameBHEL']",expecting full support total justice indian judiciary just need expedite further stepsram,-1
7741,"#mannkibaat #media #politics #narendramodi #timechanges #GodiMedia
@thepeeinghuman @kunalkamra88
Read my thoughts on @YourQuoteApp https://t.co/QzD0phbpt4",2019-11-25,2019,"['mannkibaat', 'media', 'politics', 'narendramodi', 'timechanges', 'GodiMedia']",thoughts,1
7742,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/UR9qaG9SNC,2019-11-25,2019,['MannKiBaat'],just took quiz narendra modi,1
7743,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/GG1gRm0o1T,2019-11-25,2019,['MannKiBaat'],just took quiz narendra modi,1
7744,"#MannKiBaat
At the outset on the occasion of NCC day, PM Modi addressed the cadets of NCC. Inspiring the youth of New India, he asks them to imbibe discipline and hard work in the daily lives, an important trait of cadets
via NaMo App",2019-11-25,2019,['MannKiBaat'],outset occasion modi addressed cadets inspiring youth india asks them imbibe discipline hard work daily lives important trait cadetsvia namo,1
7745,"#MannKiBaat
Reminding India of 26th November, that is celebrated as constitution day, PM Modi reiterated on how it is a special day. This year it is even more special as India completes 70 years of the adoption of the constitution
via NaMo App",2019-11-25,2019,['MannKiBaat'],india november that celebrated constitution modi reiterated special this year even more special india completes years adoption constitutionvia namo,1
7746,"#MannKiBaat
Appreciating the scuba divers of Vishakapatnam, PM Modi said that a ""Plastic Free India"" can become a new example for the whole world. He called for Indians to take inspiration from these scuba divers and pledge to keep our surroundings free from plastic waste",2019-11-25,2019,['MannKiBaat'],scuba divers vishakapatnam modi said that plastic free india become example whole world called indians take inspiration from these scuba divers pledge keep surroundings free from plastic waste,1
7747,"#MannKiBaat
The United Nations has declared 2019 as the International Year of Indigenous Languages. Giving an example of Dhaarchulaa in Uttarakhand, where the people speak in Ranglo, PM Modi called for a change in society by the usage of mother tongue on a daily basis",2019-11-25,2019,['MannKiBaat'],united nations declared international year indigenous languages giving example dhaarchulaa uttarakhand where people speak ranglo modi called change society usage mother tongue daily basis,1
7748,"#MannKiBaat
Highlighting the Fit India week celebrated in schools, PM Modi appealed to all schools to celebrate #FitIndiaWeek in the month of December. Fit India is not just about exercising the mind or making fitness plans, it also involves a change in food habits
via NaMo App",2019-11-25,2019,"['MannKiBaat', 'FitIndiaWeek']",india week celebrated schools modi appealed schools celebrate month december india just about exercising mind making fitness plans also involves change food habitsvia namo,1
7749,"#MannKiBaat
Expressing gratitude for the indomitable courage and spirit of Armed Forces, PM Modi remembered the brave soldiers. He called on Indians to participate on the 7th December to pay homage to the soldiers on Armed Forces Flag Day
via NaMo App",2019-11-25,2019,['MannKiBaat'],gratitude indomitable courage spirit armed forces modi remembered brave soldiers called indians participate december homage soldiers armed forces flag dayvia namo,1
7750,"#MannKiBaat
At the outset on the occasion of NCC day, PM Modi addressed the cadets of NCC. Inspiring the youth of New India, he asks them to imbibe discipline and hard work in the daily lives, an important trait of cadets
via NaMo App",2019-11-25,2019,['MannKiBaat'],outset occasion modi addressed cadets inspiring youth india asks them imbibe discipline hard work daily lives important trait cadetsvia namo,1
7751,#MannKiBaat Jay Hind sir sir hamare India mein jitne bhi private company hai inmein Jo salary base hai vah bahut kam hai aur yahan per timing bhi jyada li jaati hai but unka over time nahin diya jata hai kisi bhi employee  ko aisa Koi rule Lagu karo Jo over time ka Paisa mile,2019-11-25,2019,['MannKiBaat'],hind hamare india mein jitne private company inmein salary base bahut yahan timing jyada jaati unka over time nahin diya jata kisi employee aisa rule lagu karo over time paisa mile,1
7752,"#MannKiBaat : Hon’ble PM Shri ⁦@narendramodi⁩ Ji’s requests nation to express gratitude on Armed Forces Flag Day
 https://t.co/c8NWSrH7Ob

via NaMo App ⁦@narendramodi_in⁩ https://t.co/ES8Kyw6yMD",2019-11-25,2019,['MannKiBaat'],honble shri requests nation express gratitude armed forces flag namo,1
7753,"😂MADANKR SHARMA 0958😴
#MannKiBaat
Expressing gratitude for the indomitable courage and spirit of Armed Forces, PM Modi remembered the brave soldiers. He called on Indians to participate on the 7th December to pay homage to the soldiers on Armed Forces Flag Day
via NaMo App",2019-11-25,2019,['MannKiBaat'],madankr sharma gratitude indomitable courage spirit armed forces modi remembered brave soldiers called indians participate december homage soldiers armed forces flag dayvia namo,1
7754,"#MannKiBaat
 Ayodhya verdict, @narendramodi appreciated how country has moved ahead on a new path, with a new resolve, full of new hopes. The protracted legal battle has finally come to an end, with the verdict having proven to be a milestone for the judiciary in our country.",2019-11-25,2019,['MannKiBaat'],ayodhya verdict appreciated country moved ahead path with resolve full hopes protracted legal battle finally come with verdict having proven milestone judiciary country,1
7755,"😂MADAN KR SHARMA 0958😂
#MannKiBaat
At the outset on the occasion of NCC day, PM Modi addressed the cadets of NCC. Inspiring the youth of New India, he asks them to imbibe discipline and hard work in the daily lives, an important trait of cadets
via NaMo App",2019-11-25,2019,['MannKiBaat'],madan sharma outset occasion modi addressed cadets inspiring youth india asks them imbibe discipline hard work daily lives important trait cadetsvia namo,1
7756,"Tomorrow is our #ConstitutionDay 🇮🇳

#MannKiBaat #PMonAIR 

@PMOIndia @PrakashJavdekar @shashidigital https://t.co/MvTltmljRH",2019-11-25,2019,"['ConstitutionDay', 'MannKiBaat', 'PMonAIR']",tomorrow,-1
7757,"#MannKiBaat
Reminding India of 26th November, that is celebrated as constitution day, PM Modi reiterated on how it is a special day. This year it is even more special as India completes 70 years of the adoption of the constitution 
via NaMo App",2019-11-25,2019,['MannKiBaat'],india november that celebrated constitution modi reiterated special this year even more special india completes years adoption constitution namo,1
7758,"#MannKiBaat
Expressing gratitude for the indomitable courage and spirit of Armed Forces, PM Modi remembered the brave soldiers. He called on Indians to participate on the 7th December to pay homage to the soldiers on Armed Forces Flag Day 
via NaMo App",2019-11-25,2019,['MannKiBaat'],gratitude indomitable courage spirit armed forces modi remembered brave soldiers called indians participate december homage soldiers armed forces flag namo,1
7759,"भारत का संविधान ऐसा है जो प्रत्येक नागरिक के अधिकारों और सम्मान की रक्षा करता है......
#Mannkibaat

via MyNt https://t.co/ntjCfdvKIT",2019-11-25,2019,['Mannkibaat'],mynt,1
7760,"संयुक्त राष्ट्र ने 2019 को ‘International Year of Indigenous Languages’ घोषित किया है: पीएम श्री @narendramodi #MannKiBaat

via MyNt https://t.co/zhnZh5Ad9J",2019-11-25,2019,['MannKiBaat'],international year indigenous languages mynt,1
7761,"हम भी सिर्फ अपने आस-पास के इलाक़े को प्लास्टिक के कचरे से मुक्त करने का संकल्प कर लें तो फिर ‘प्लास्टिक मुक्त भारत’ पूरी दुनिया के लिए एक नई मिसाल पेश कर सकता है: पीएम श्री @narendramodi #MannKiBaat

via MyNt https://t.co/n0EC9rctlm",2019-11-25,2019,['MannKiBaat'],mynt,1
7762,"26 नवम्बर को हम ‘संविधान दिवस’ के रूप में मनाते हैं। इस बार संविधान को अपनाने के 70 वर्ष पूरे हो रहे हैं। इस बार इस अवसर पर पार्लियामेंट में विशेष आयोजन होगा और फिर साल भर पूरे देशभर में अलग-अलग कार्यक्रम होंगे: पीएम श्री @narendramodi #MannKiBaat

via MyNt https://t.co/JEv7et9qtW",2019-11-25,2019,['MannKiBaat'],mynt,1
7763,"This #MannKiBaat began with the Young People of the Young India!!

@PMOIndia @YASMinistry https://t.co/g8VLnz3eMW",2019-11-25,2019,['MannKiBaat'],this began with young people young india,1
7764,"I have always liked being in the Himalayas. But, if someone likes nature I would strongly urge you all to go to India's #NorthEast : PM Sh Narendra Modi #MannKiBaat

via MyNt",2019-11-25,2019,"['NorthEast', 'MannKiBaat']",have always liked being himalayas someone likes nature would strongly urge indias narendra modi mynt,1
7765,"#MannKiBaat
On NCC Day, here’s PM Modi’s interesting conversation with the Cadets!
https://t.co/4DNdsVOOMf
via NaMo App",2019-11-25,2019,['MannKiBaat'],heres modis interesting conversation with cadets namo,1
7766,"#MannKiBaat
Let us salute the valour and remember the sacrifices of our Jawans on Armed Forces Flag Day: PM
https://t.co/tYUGoMrFJ8
via NaMo App",2019-11-25,2019,['MannKiBaat'],salute valour remember sacrifices jawans armed forces flag namo,1
7767,"#MannKiBaat
Ayodhya verdict proved that for 130 crore Indians, national interest is supreme: PM
https://t.co/2KZAcZHcse
via NaMo App",2019-11-25,2019,['MannKiBaat'],verdict proved that crore indians national interest supreme namo,1
7768,"#MannKiBaat
This is how PM Modi encouraged school students to actively participate in the Fit India movement!
https://t.co/ar4GrDl9N7
via NaMo App",2019-11-25,2019,['MannKiBaat'],modi encouraged school students actively participate india movement namo,1
7769,"#MannKiBaat
The various festivals of worshipping rivers strengthen national unity: PM
https://t.co/UBL5qUpwZl
via NaMo App",2019-11-25,2019,['MannKiBaat'],various festivals worshipping rivers strengthen national unity namo,1
7770,"#MannKiBaat
The Constitution of India protects the rights and respects every citizen: PM
https://t.co/t46Fu85TdC
via NaMo App",2019-11-25,2019,['MannKiBaat'],constitution india protects rights respects every citizen namo,1
7771,"Modi ji Tweeted:
When is NCC Day?

Where will the next Pushkaram be held?

These and other interesting questions, based on yesterday’s #MannKiBaat are a part of a unique quiz on the NaMo App. Do take part. https://t.co/3cab62Q74w https://t.co/82PzP8JlTY",2019-11-25,2019,['MannKiBaat'],modi tweetedwhen daywhere will next pushkaram heldthese other interesting questions based yesterdays part unique quiz namo take part,1
7772,"#MannKiBaat
PM applauds cleanliness efforts of scuba divers
https://t.co/2gtcu9JHDP
via NaMo App",2019-11-25,2019,['MannKiBaat'],applauds cleanliness efforts scuba divers namo,1
7773,"#MannKiBaat
Our civilization, culture and languages convey the message of unity in diversity: PM
https://t.co/WzQE8MIO1j
via NaMo App",2019-11-25,2019,['MannKiBaat'],civilization culture languages convey message unity diversity namo,1
7774,"#MannKiBaat
Furthering the spirit of New India
via NaMo App https://t.co/BqK3pWpAKf",2019-11-25,2019,['MannKiBaat'],spirit indiavia namo,1
7775,"#MannKiBaat
Celebrating the greatness of the river with Pushkaram
via NaMo App https://t.co/afdmqydzkK",2019-11-25,2019,['MannKiBaat'],greatness river with pushkaramvia namo,1
7776,"#MannKiBaat
Rededicating ourselves to the values enshrined in our Constitution
via NaMo App https://t.co/508Z9fiICZ",2019-11-25,2019,['MannKiBaat'],ourselves values enshrined constitutionvia namo,1
7777,"#MannKiBaat
Promoting fitness among youngsters
via NaMo App https://t.co/PcTgZxOgvt",2019-11-25,2019,['MannKiBaat'],fitness among youngstersvia namo,1
7778,"#MannKiBaat
Preserving the language and culture
via NaMo App https://t.co/YLq1meh0X5",2019-11-25,2019,['MannKiBaat'],language culturevia namo,1
7779,"#MannKiBaat
Furthering the spirit of unity
via NaMo App https://t.co/4djUqERndP",2019-11-25,2019,['MannKiBaat'],spirit unityvia namo,1
7780,@narendramodi Ye opposition is naam le k #MannKiBaat kr jate h #modiji. #wahmodijiwah 😂,2019-11-25,2019,"['MannKiBaat', 'modiji', 'wahmodijiwah']",opposition naam jate,1
7781,"PM Shri @narendramodi Ji urges students, teachers to participate in CBSE's 'Fit India Week' #MannKiBaat
https://t.co/OIZR5wqjvU",2019-11-25,2019,['MannKiBaat'],shri urges students teachers participate cbses india week,1
7782,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/5EUlsDRiDl,2019-11-25,2019,['MannKiBaat'],just took quiz narendra modi,1
7783,"PM Shri @narendramodi Ji urges students, teachers to participate in CBSE's 'Fit India Week' #MannKiBaat
https://t.co/UpB9YAkAkK",2019-11-25,2019,['MannKiBaat'],shri urges students teachers participate cbses india week,1
7784,"PM @narendramodi ji requests nation to express gratitude on Armed Forces Flag Day

#MannKiBaat #SaturdayMotivation  #ArmedForcesFlagDay #IndianArmy
https://t.co/uRSECfggn1",2019-11-25,2019,"['MannKiBaat', 'SaturdayMotivation', 'ArmedForcesFlagDay', 'IndianArmy']",requests nation express gratitude armed forces flag,1
7785,"#MannKiBaat
On NCC Day, here’s PM Modi’s interesting conversation with the Cadets!
https://t.co/KVcuaG8L8e
via NaMo App",2019-11-25,2019,['MannKiBaat'],heres modis interesting conversation with cadets namo,1
7786,"#MannKiBaat
Let us salute the valour and remember the sacrifices of our Jawans on Armed Forces Flag Day: PM
https://t.co/l2WnClrUm8
via NaMo App",2019-11-25,2019,['MannKiBaat'],salute valour remember sacrifices jawans armed forces flag namo,1
7787,"#MannKiBaat
Ayodhya verdict proved that for 130 crore Indians, national interest is supreme: PM
https://t.co/zppEtSfBM9
via NaMo App",2019-11-25,2019,['MannKiBaat'],verdict proved that crore indians national interest supreme namo,1
7788,"#MannKiBaat
This is how PM Modi encouraged school students to actively participate in the Fit India movement!
https://t.co/CoBKqsnPTH
via NaMo App",2019-11-25,2019,['MannKiBaat'],modi encouraged school students actively participate india movement namo,1
7789,"#MannKiBaat
The various festivals of worshipping rivers strengthen national unity: PM
https://t.co/XIBJFAw1SI
via NaMo App",2019-11-25,2019,['MannKiBaat'],various festivals worshipping rivers strengthen national unity namo,1
7790,"#MannKiBaat
The Constitution of India protects the rights and respects every citizen: PM
https://t.co/tEQcfvFwdD
via NaMo App",2019-11-25,2019,['MannKiBaat'],constitution india protects rights respects every citizen namo,1
7791,"#MannKiBaat
Students across India are eagerly waiting for PM’s ‘Pariksha Pe Charcha’
https://t.co/A9Ezwr7mCU
via NaMo App",2019-11-25,2019,['MannKiBaat'],across india eagerly waiting pariksha charcha namo,1
7792,"#MannKiBaat
PM applauds cleanliness efforts of scuba divers
https://t.co/wj1dtsKXbt
via NaMo App",2019-11-25,2019,['MannKiBaat'],applauds cleanliness efforts scuba divers namo,1
7793,"#MannKiBaat
Our civilization, culture and languages convey the message of unity in diversity: PM
https://t.co/Hlh9XydVmh
via NaMo App",2019-11-25,2019,['MannKiBaat'],civilization culture languages convey message unity diversity namo,1
7794,"Instead they discuss about Education, Health and Infra. They are discussing Mumbai, pink ball?
Feeling like PM and HM busy about election after election and rest local MP abd MLA in forming govt after result.
#aajtak
#MannKiBaat",2019-11-25,2019,"['aajtak', 'MannKiBaat']",instead they discuss about education health infra they discussing mumbai pink ballfeeling like busy about election after election rest local forming govt after result,1
7795,"#MannKiBaat
Furthering the spirit of New India
via NaMo App https://t.co/G6GrjRUE7x",2019-11-25,2019,['MannKiBaat'],spirit indiavia namo,1
7796,"#MannKiBaat
Celebrating the greatness of the river with Pushkaram
via NaMo App https://t.co/LUlPFMslut",2019-11-25,2019,['MannKiBaat'],greatness river with pushkaramvia namo,1
7797,"#MannKiBaat
Rededicating ourselves to the values enshrined in our Constitution
via NaMo App https://t.co/U6OpD0iXkO",2019-11-25,2019,['MannKiBaat'],ourselves values enshrined constitutionvia namo,1
7798,"#MannKiBaat
Promoting fitness among youngsters
via NaMo App https://t.co/fxeKMiIxW0",2019-11-25,2019,['MannKiBaat'],fitness among youngstersvia namo,1
7799,"#MannKiBaat
Preserving the language and culture
via NaMo App https://t.co/Wuv5uxEcXh",2019-11-25,2019,['MannKiBaat'],language culturevia namo,1
7800,"#MannKiBaat
Furthering the spirit of unity
via NaMo App https://t.co/l1kN0OmETP",2019-11-25,2019,['MannKiBaat'],spirit unityvia namo,1
7801,"#MannKiBaat
Reminding India of 26th November, that is celebrated as constitution day, PM Modi reiterated on how it is a special day. This year it is even more special as India completes 70 years of the adoption of the constitution
via NaMo App",2019-11-25,2019,['MannKiBaat'],india november that celebrated constitution modi reiterated special this year even more special india completes years adoption constitutionvia namo,1
7802,"Efforts on to preserve #languages on verge of extinction: PM Modi
#MannKiBaat
https://t.co/3xuMlsIinV",2019-11-25,2019,"['languages', 'MannKiBaat']",efforts preserve verge extinction modi,-1
7803,"#MannKiBaat
Highlighting the Fit India week celebrated in schools, PM Modi appealed to all schools to celebrate #FitIndiaWeek in the month of December. Fit India is not just about exercising the mind or making fitness plans, it also involves a change in food habits
via NaMo App",2019-11-25,2019,"['MannKiBaat', 'FitIndiaWeek']",india week celebrated schools modi appealed schools celebrate month december india just about exercising mind making fitness plans also involves change food habitsvia namo,1
7804,"#MannKiBaat
Expressing gratitude for the indomitable courage and spirit of Armed Forces, PM Modi remembered the brave soldiers. He called on Indians to participate on the 7th December to pay homage to the soldiers on Armed Forces Flag Day
via NaMo App",2019-11-25,2019,['MannKiBaat'],gratitude indomitable courage spirit armed forces modi remembered brave soldiers called indians participate december homage soldiers armed forces flag dayvia namo,1
7805,"#MannKiBaat
At the outset on the occasion of NCC day, PM Modi addressed the cadets of NCC. Inspiring the youth of New India, he asks them to imbibe discipline and hard work in the daily lives, an important trait of cadets
via NaMo App",2019-11-25,2019,['MannKiBaat'],outset occasion modi addressed cadets inspiring youth india asks them imbibe discipline hard work daily lives important trait cadetsvia namo,1
7806,"@narendramodi_in @narendramodi #MannKiBaat: PM @narendramodi requests nation to express gratitude on Armed Forces Flag Day
https://t.co/84h8iGbnan 

via NaMo App https://t.co/Zl4gq061ZF",2019-11-25,2019,['MannKiBaat'],requests nation express gratitude armed forces flag namo,1
7807,"Hope 'Constitution Day' reinforces obligation towards upholding constitutional ideas, values: PM @narendramodi during #MannKiBaat
https://t.co/UAuMXqlHno 

via NaMo App https://t.co/00UjQffBvj",2019-11-25,2019,['MannKiBaat'],hope constitution reinforces obligation towards upholding constitutional ideas values during namo,-1
7808,"#MannKiBaat: PM @narendramodi requests nation to express gratitude on Armed Forces Flag Day
https://t.co/rNIXYSFJVV 

via NaMo App https://t.co/k5MqNNQJD7",2019-11-25,2019,['MannKiBaat'],requests nation express gratitude armed forces flag namo,1
7809,"@narendramodi_in @narendramodi PM @narendramodi urges students, teachers to participate in CBSE's 'Fit India Week' #MannKiBaat
https://t.co/x4VbVvROWM 

via NaMo App https://t.co/JgwE6c3yae",2019-11-25,2019,['MannKiBaat'],urges students teachers participate cbses india week namo,1
7810,"PM @narendramodi urges students, teachers to participate in CBSE's 'Fit India Week' #MannKiBaat
https://t.co/MJl5rkaXyk 

via NaMo App https://t.co/zsRz1RsRXr",2019-11-25,2019,['MannKiBaat'],urges students teachers participate cbses india week namo,1
7811,"#MannKiBaat
Reminding India of 26th November, that is celebrated as constitution day, PM Modi reiterated on how it is a special day. This year it is even more special as India completes 70 years of the adoption of the constitution
via NaMo App https://t.co/SejwMKZ5j6",2019-11-25,2019,['MannKiBaat'],india november that celebrated constitution modi reiterated special this year even more special india completes years adoption constitutionvia namo,1
7812,"#MannKiBaat
Appreciating the scuba divers of Vishakapatnam,PM Modi said that a ""Plastic Free India"" can become a new example for the wholeworld.Hecalled for Indians to take inspirationfrom these scuba divers and pledge to keepour surroundings free from plastic waste
via NaMo App https://t.co/eZ00wVTWUd",2019-11-25,2019,['MannKiBaat'],scuba divers vishakapatnampm modi said that plastic free india become example wholeworldhecalled indians take inspirationfrom these scuba divers pledge keepour surroundings free from plastic wastevia namo,1
7813,"Efforts on to preserve languages on verge of extinction: PM @narendramodi during #MannKiBaat
https://t.co/xrvI8VSuDd 

via NaMo App https://t.co/BN9TmA8YQ7",2019-11-25,2019,['MannKiBaat'],efforts preserve languages verge extinction during namo,-1
7814,"#MannKiBaat
The United Nations has declared 2019 as the International Year of Indigenous Languages. Giving an example of Dhaarchulaa inUttarakhand, where the people speak in Ranglo,PM Modi called for a change in society by the usage of mother tongue on adaily basis
via NaMo App https://t.co/Bcnorkyos1",2019-11-25,2019,['MannKiBaat'],united nations declared international year indigenous languages giving example dhaarchulaa inuttarakhand where people speak ranglopm modi called change society usage mother tongue adaily basisvia namo,1
7815,"@vnehra @AmdavadAMC @AhmedabadPolice Congratulations but don't put burdan only on innocent citizens.
See this also... And stop hafta khori. We r paying taxes. Not for this...
https://t.co/xXJKPQByoF

#NarendraModi #MannKiBaat",2019-11-25,2019,"['NarendraModi', 'MannKiBaat']",congratulations dont burdan only innocent citizenssee this also stop hafta khori paying taxes this,-1
7816,"#MannKiBaat
Referring to theAyodhya verdict,PM Modi appreciated how the country has moved ahead on a newpath,with a new resolve,full of new hopes.The protracted legalbattle has finally come to an end,withthe verdict having provento be a milestone for the judiciary inour country https://t.co/NdLEg5c4qd",2019-11-25,2019,['MannKiBaat'],theayodhya verdictpm modi appreciated country moved ahead newpathwith resolvefull hopesthe protracted legalbattle finally come endwiththe verdict having provento milestone judiciary inour country,1
7817,"#MannKiBaat: PM @narendramodi thanks people for 'spirit of unity' after Ayodhya verdict
https://t.co/NqafzdPnI9 

via NaMo App https://t.co/m5jTT4NtKg",2019-11-25,2019,['MannKiBaat'],thanks people spirit unity after ayodhya verdict namo,1
7818,"#MannKiBaat
Highlighting the Fit India week celebrated in schools, PM Modi appealed to all schools to celebrate #FitIndiaWeek in the month of December. Fit India is not just about exercising the mind or making fitness plans, it also involves a change in food habits
via NaMo App https://t.co/TZyM8LeXxi",2019-11-25,2019,"['MannKiBaat', 'FitIndiaWeek']",india week celebrated schools modi appealed schools celebrate month december india just about exercising mind making fitness plans also involves change food habitsvia namo,1
7819,"#MannKiBaat
Expressing gratitude for the indomitable courage and spirit of Armed Forces, PM Modi remembered the brave soldiers. He called on Indians to participate on the 7th December to pay homage to the soldiers on Armed Forces Flag Day
via NaMo App https://t.co/SjLDcSeQ7p",2019-11-25,2019,['MannKiBaat'],gratitude indomitable courage spirit armed forces modi remembered brave soldiers called indians participate december homage soldiers armed forces flag dayvia namo,1
7820,I just took the #MannKiBaat Quiz. Try it now on the Narendra Modi App! https://t.co/T0R4t0NuQs #@narendramodi_in @monurajasthan @,2019-11-25,2019,['MannKiBaat'],just took quiz narendra modi,1
7821,"Shame on @AjitPawarSpeaks , आपने तो राजनीति को ही शर्मिन्दा कर दिया
#MahaPoliticalTwist 
#MaharashtraPoliticalDrama #MahaMasterstroke 
#HorseTradingExpertBJP #MaharashtraGovtFormation 
#MannKiBaat https://t.co/KTaJP82bZ9",2019-11-25,2019,"['MahaPoliticalTwist', 'MaharashtraPoliticalDrama', 'MahaMasterstroke', 'HorseTradingExpertBJP', 'MaharashtraGovtFormation', 'MannKiBaat']",shame,-1
7822,PM @narendramodi urges citizens to celebrate 'Flag Day' on 7th December to honour the courage &amp; sacrifice of Armed Forces. Watch now! #MannKiBaat @DefenceMinIndia @rajnathsingh @adgpi @PMOIndia https://t.co/7YJMpngO2X,2019-11-25,2019,['MannKiBaat'],urges citizens celebrate flag december honour courage sacrifice armed forces watch,1
7823,"@nuts2406 @saliltripathi Muffins are so unsanskari, they are from...Vatican. 😂 Their best Opiate is #MannkiBaat on repeat.",2019-11-25,2019,['MannkiBaat'],muffins unsanskari they fromvatican their best opiate repeat,1
7824,"#MannKiBaat
On NCC Day, here’s PM Modi’s interesting conversation with the Cadets!
https://t.co/m3KB9Av7mT
via NaMo App",2019-11-25,2019,['MannKiBaat'],heres modis interesting conversation with cadets namo,1
